,validation_Type,Source_name,target_name,Number_of_source_Records,Number_of_target_Records,Number_of_failed_Records,column,Status,source_type,target_type
0,['count_check'],Contact_info.csv,Contact_info_t.csv,12,11,1,identifier,FAIL,csv,csv
